id,first_name,last_name,age,city_id
1177,Lorenzo,Nogueira,None,252
1178,Nicole,Peixoto,None,11
1179,Luiz Gustavo,Castro,None,491
1180,Bruna,Alves,None,219
1181,Gabriel,Nogueira,None,94
1182,Nina,Brito,None,377
1183,Sophie,Silveira,None,493
1184,Ágatha,Brito,None,70
1185,Davi Miguel,Mendes,None,17
1186,Breno,Nogueira,None,469
1187,Eloah,Jesus,None,268
1188,Dante,Almeida,None,384
1189,Milena,Lima,None,172
1190,Helena,Machado,None,118
1191,Matteo,Barbosa,None,388
1192,Nicole,Garcia,None,431
1193,Henry Gabriel,Sá,None,330
1194,Ana Sophia,Alves,None,24
1195,Marcos Vinicius,Cardoso,None,210
1196,Maria Vitória,Fernandes,None,179
1197,Anthony,Alves,None,245
1198,Yasmin,da Costa,None,169
1199,Maria,Santos,None,175
1200,João Vitor,Brito,None,176
1201,Laura,da Conceição,None,86
1202,Bárbara,Pastor,None,409
1203,Thomas,Barbosa,None,374
1204,José Miguel,Cardoso,None,385
1205,Clara,Pimenta,None,389
1206,Marcos Vinicius,Macedo,None,122
1207,Lorena,Freitas,None,300
1208,Beatriz,da Conceição,None,97
1209,Brenda,Albuquerque,None,468
1210,Bruno,Leão,None,234
1211,Bernardo,Mendes,None,173
1212,Caroline,Castro,None,274
1213,Alexia,Pires,None,396
1214,Maria Luísa,Peixoto,None,495
1215,Isabel,Sousa,None,233
1216,Olívia,Pimenta,None,281
1217,Yuri,da Luz,None,379
1218,Maria Sophia,Duarte,None,486
1219,Isabella,Sampaio,None,348
1220,Cauê,Andrade,None,70
1221,Agatha,Guerra,None,191
1222,Murilo,Marques,None,470
1223,Calebe,Moraes,None,494
1224,Bella,Ferreira,None,289
1225,Renan,Almeida,None,468
1226,Júlia,da Costa,None,480
1227,Davi Lucas,da Mata,None,116
1228,Rebeca,Teixeira,None,502
1229,Stephany,Garcia,None,81
1230,Maria Fernanda,Caldeira,None,213
1231,Ian,Barros,None,151
1232,Júlia,Melo,None,402
1233,Gustavo Henrique,Cirino,None,162
1234,Rebeca,Câmara,None,426
1235,Antony,Albuquerque,None,202
1236,Pedro Miguel,da Paz,None,116
1237,Pietro,Siqueira,None,450
1238,Danilo,Porto,None,112
1239,Ana Lívia,Marques,None,429
1240,Lucca,Duarte,None,236
1241,Júlia,Jesus,None,450
1242,João Pedro,Mendes,None,115
1243,Gabrielly,Gonçalves,None,134
1244,Emanuel,Ribeiro,None,10
1245,Caio,da Rocha,None,305
1246,Davi Lucca,Andrade,None,36
1247,Sofia,da Mota,None,304
1248,Gael Henrique,Farias,None,284
1249,Yasmin,Mendonça,None,70
1250,Heloisa,da Rocha,None,434
